customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
Y1769076,2019/12/30,20191230-122398,16500,sc12876,家電,1,16500,,
V1918372,2021/5/22,20210522-122399,18600,ec12838,食品,2,37200,,
G1426779,2020/3/2,20200302-122400,3800,id10646,家電,2,7600,,
A1201339,2021/4/16,20210416-122401,11300,gv10221,雑貨,2,22600,,
S1283232,2021/8/6,20210806-122402,16300,mm12729,衣料,3,48900,,
G1713546,2020/2/18,20200218-122403,25500,wz11625,家具,2,51000,,
X1548963,2021/3/8,20210308-122404,16500,il11967,衣料,2,33000,,
F1443121,2020/5/12,20200512-122405,18100,jj11930,家具,3,54300,,
V1628060,2019/8/14,20190814-122406,901,pi11547,本,3,2703,,
H1213199,2021/7/8,20210708-122407,21500,hh10925,雑貨,1,21500,,
Y1639130,2019/5/3,20190503-122408,15400,mo12073,食品,3,46200,,
T1761978,2019/12/5,20191205-122409,12900,ur12224,雑貨,3,38700,,
X1067296,2021/9/4,20210904-122410,6500,wu11524,雑貨,2,13000,,
Q1677612,2021/8/20,20210820-122411,1636,lk12875,本,2,3272,,
W1791613,2020/3/15,20200315-122412,19700,qw12828,食品,2,39400,,
N1300934,2021/2/20,20210220-122413,26100,ip11412,衣料,1,26100,,
H1660577,2020/9/11,20200911-122414,856,ep11273,本,1,856,,
T1026671,2020/9/27,20200927-122415,17400,tc11844,食品,2,34800,,
H1962918,2020/10/11,20201011-122416,26900,vl12762,家具,3,80700,,
E1681611,2021/1/31,20210131-122417,18500,bl12454,雑貨,3,55500,,
H1087164,2019/5/23,20190523-122418,19500,ua12429,食品,3,58500,,
C1204335,2021/3/27,20210327-122419,13200,ds11704,食品,2,26400,,
F1103612,2021/7/9,20210709-122420,15000,zw10365,家具,2,30000,,
U1995813,2020/5/21,20200521-122421,4100,as11218,食品,1,4100,,
P1369544,2019/6/27,20190627-122422,18400,gh11219,家具,3,55200,,
T1249315,2019/5/23,20190523-122423,1421,ip11750,本,2,2842,,
T1510256,2020/8/19,20200819-122424,25900,no12152,家具,3,77700,,
W1624591,2020/2/21,20200221-122425,16200,qq10739,家具,2,32400,,
K1207011,2020/9/2,20200902-122426,20400,pz10010,食品,1,20400,,
O1669936,2020/6/16,20200616-122427,4100,av11249,雑貨,3,12300,,
S1504297,2021/9/23,20210923-122428,3300,li12188,雑貨,2,6600,,
K1314217,2019/2/10,20190210-122429,709,lr12943,本,1,709,,
I1423420,2019/10/14,20191014-122430,29000,cp10320,衣料,1,29000,,
C1052871,2019/12/26,20191226-122431,8100,nh12342,食品,3,24300,,
D1198825,2020/10/5,20201005-122432,2447,tf11943,本,1,2447,,
F1414740,2019/12/16,20191216-122433,5000,cm10688,食品,3,15000,,
J1327474,2019/4/14,20190414-122434,10000,xe11228,食品,3,30000,,
M1302925,2021/4/17,20210417-122435,5800,wd12954,家具,2,11600,,
E1566957,2021/4/25,20210425-122436,22000,xn10390,衣料,2,44000,,
J1396294,2019/5/16,20190516-122437,13300,zk11308,家具,1,13300,,
V1828012,2019/4/14,20190414-122438,6800,vs12963,食品,2,13600,,
N1804891,2019/10/9,20191009-122439,21300,zs10502,家電,2,42600,,
K1188581,2019/9/13,20190913-122440,13900,iv10680,衣料,1,13900,,
A1537236,2020/7/12,20200712-122441,26400,se10973,雑貨,2,52800,,
G1646852,2021/5/25,20210525-122442,17800,re12403,家具,3,53400,,
U1636878,2020/11/6,20201106-122443,22100,ib12623,雑貨,1,22100,,
H1387521,2019/2/27,20190227-122444,14200,lm12548,家具,1,14200,,
G1997732,2020/12/12,20201212-122445,9700,om11340,雑貨,2,19400,,
S1642811,2020/6/8,20200608-122446,17900,vv12619,家具,1,17900,,
A1387713,2019/5/28,20190528-122447,901,pi11547,本,1,901,,
M1451767,2020/9/10,20200910-122448,1850,sl12778,本,2,3700,,
M1062677,2019/12/21,20191221-122449,24800,st12967,雑貨,3,74400,,
A1127372,2019/7/13,20190713-122450,10200,pc10098,衣料,2,20400,,
Q1384894,2019/10/20,20191020-122451,1274,pg11925,本,3,3822,,
M1309895,2021/9/21,20210921-122452,6900,xw12717,食品,1,6900,,
I1711554,2019/4/6,20190406-122453,2371,oo10319,本,3,7113,,
V1391483,2019/9/25,20190925-122454,10100,kr10424,食品,3,30300,,
A1363593,2019/10/16,20191016-122455,29600,nj11699,雑貨,3,88800,,
E1917177,2021/1/9,20210109-122456,23500,zx11169,家具,2,47000,,
L1479948,2020/10/4,20201004-122457,21100,np10794,雑貨,3,63300,,
Y1481320,2021/2/13,20210213-122458,10100,fw12481,家電,1,10100,,
Q1475861,2020/7/24,20200724-122459,10900,lh10552,食品,3,32700,,
D1935836,2021/6/4,20210604-122460,19000,wb11755,家電,1,19000,,
N1241080,2020/10/24,20201024-122461,27600,fv10591,家電,2,55200,,
X1516613,2021/8/20,20210820-122462,20300,ns12181,食品,3,60900,,
I1174727,2021/6/4,20210604-122463,21700,wj12960,食品,3,65100,,
D1665126,2019/12/21,20191221-122464,28100,pu12098,雑貨,3,84300,,
Q1479337,2019/4/5,20190405-122465,1685,jq11315,本,1,1685,,
G1247762,2020/11/24,20201124-122466,26300,jz12440,食品,2,52600,,
A1476022,2021/9/21,20210921-122467,29000,he10224,家電,3,87000,,
I1109570,2020/4/24,20200424-122468,25400,mx12066,食品,3,76200,,
G1092458,2019/7/11,20190711-122469,18800,hb10486,食品,3,56400,,
J1653845,2021/9/16,20210916-122470,17400,nl12908,衣料,1,17400,,
H1076561,2019/6/16,20190616-122471,29000,he10224,家電,1,29000,,
Q1834326,2020/6/16,20200616-122472,13600,rt12103,家具,1,13600,,
T1776113,2019/7/12,20190712-122473,1664,lv11329,本,1,1664,,
B1572234,2019/3/24,20190324-122474,5800,qd12679,食品,2,11600,,
F1328939,2021/2/25,20210225-122475,16900,mg12062,家具,2,33800,,
K1923635,2021/6/16,20210616-122476,24900,jn10239,雑貨,3,74700,,
T1767069,2019/10/18,20191018-122477,1074,hm12688,本,3,3222,,
I1441269,2020/10/25,20201025-122478,1731,fu11957,本,2,3462,,
Q1145454,2021/5/29,20210529-122479,28600,cd10212,家具,2,57200,,
X1828923,2020/5/29,20200529-122480,4700,zj12157,家電,1,4700,,
D1040755,2019/2/24,20190224-122481,5500,eq12250,家具,2,11000,,
B1728383,2021/10/7,20211007-122482,26300,ej11540,家電,2,52600,,
S1947097,2021/3/13,20210313-122483,2000,oj12439,食品,3,6000,,
Y1992244,2020/10/16,20201016-122484,4700,je11253,食品,3,14100,,
E1530462,2020/12/31,20201231-122485,1784,ox10119,本,3,5352,,
Y1295932,2019/4/22,20190422-122486,23900,ld10811,家電,2,47800,,
T1911462,2020/3/10,20200310-122487,11500,ym10476,家具,3,34500,,
K1612723,2019/3/10,20190310-122488,3900,qp12929,衣料,1,3900,,
X1801855,2020/4/3,20200403-122489,4500,ex10519,雑貨,1,4500,,
F1173594,2019/3/19,20190319-122490,1600,jj10383,家電,3,4800,,
Y1530635,2019/3/21,20190321-122491,1200,rp10058,食品,3,3600,,
J1190785,2020/10/29,20201029-122492,956,ps10936,本,3,2868,,
F1128217,2020/1/22,20200122-122493,1843,ga10048,本,1,1843,,
D1609092,2021/10/9,20211009-122494,21300,zs10502,家電,3,63900,,
J1298892,2020/2/28,20200228-122495,14600,ao11056,衣料,3,43800,,
L1721462,2020/9/4,20200904-122496,17900,wx11804,家電,2,35800,,
B1439496,2020/7/21,20200721-122497,1576,xw10773,本,2,3152,,
J1795626,2019/8/15,20190815-122498,683,aa11048,本,2,1366,,
X1023641,2021/3/6,20210306-122499,17800,fg11525,衣料,3,53400,,
H1788942,2020/2/14,20200214-122500,25200,ie12293,家電,3,75600,,
Q1251297,2021/7/6,20210706-122501,18600,iv12852,衣料,2,37200,,
L1622786,2020/12/12,20201212-122502,9400,oy10357,食品,1,9400,,
C1911321,2021/7/7,20210707-122503,8700,id12597,食品,2,17400,,
U1544019,2019/3/25,20190325-122504,977,yb12542,本,1,977,,
X1488761,2021/4/14,20210414-122505,8300,on11147,雑貨,2,16600,,
R1919824,2021/9/23,20210923-122506,13800,cj11870,家具,2,27600,,
Q1124648,2020/6/26,20200626-122507,1438,ft11178,本,2,2876,,
K1554771,2021/6/8,20210608-122508,2344,zp12656,本,1,2344,,
Z1602835,2019/9/1,20190901-122509,23200,nh12854,衣料,1,23200,,
K1687432,2020/9/24,20200924-122510,12300,rm12352,食品,3,36900,,
K1288491,2020/7/30,20200730-122511,24100,yk12564,雑貨,3,72300,,
I1230621,2021/9/20,20210920-122512,9000,fg10791,家具,3,27000,,
F1103612,2019/9/8,20190908-122513,29100,gu11660,食品,1,29100,,
K1860678,2021/6/29,20210629-122514,17100,ra12149,家具,3,51300,,
Q1164098,2019/9/23,20190923-122515,6700,rk12898,家具,2,13400,,
R1103341,2021/10/9,20211009-122516,13700,ly12319,衣料,3,41100,,
O1726586,2021/8/24,20210824-122517,12100,xc12731,家具,3,36300,,
R1187020,2021/8/18,20210818-122518,22500,qr12278,雑貨,2,45000,,
P1775167,2021/2/3,20210203-122519,5000,wa12119,衣料,1,5000,,
W1996634,2020/11/7,20201107-122520,12100,ha11882,雑貨,3,36300,,
D1087363,2021/8/27,20210827-122521,670,dp10652,本,2,1340,,
M1099551,2020/2/24,20200224-122522,10700,ve10196,家具,3,32100,,
B1682343,2021/2/5,20210205-122523,1051,gv10267,本,1,1051,,
F1332661,2021/7/1,20210701-122524,12800,kq11834,家電,3,38400,,
D1895271,2021/6/17,20210617-122525,1557,ge11326,本,1,1557,,
P1356818,2019/5/18,20190518-122526,17000,un12272,家具,1,17000,,
X1503217,2021/7/15,20210715-122527,1279,xl10992,本,2,2558,,
J1493957,2019/3/10,20190310-122528,7400,ru12187,家具,2,14800,,
G1549916,2021/6/17,20210617-122529,5600,ig11864,雑貨,1,5600,,
I1631246,2019/10/18,20191018-122530,13600,rt12103,家具,1,13600,,
X1966190,2019/5/20,20190520-122531,1520,bx12436,本,1,1520,,
N1561092,2019/9/18,20190918-122532,3300,ky12641,家具,2,6600,,
H1161822,2020/9/12,20200912-122533,25100,zf12215,衣料,2,50200,,
G1055536,2021/6/24,20210624-122534,10000,mf10795,衣料,2,20000,,
I1962747,2020/9/15,20200915-122535,25300,um12825,家電,2,50600,,
K1592094,2020/3/26,20200326-122536,18400,hk12997,雑貨,2,36800,,
A1246587,2020/4/5,20200405-122537,26800,kv10311,家電,3,80400,,
F1050855,2021/8/27,20210827-122538,14300,wk10199,食品,2,28600,,
R1274894,2021/7/6,20210706-122539,721,pe10516,本,2,1442,,
Z1539559,2020/2/14,20200214-122540,10600,sz12185,家具,3,31800,,
S1549514,2020/7/8,20200708-122541,22800,im10210,家具,3,68400,,
V1806663,2019/7/20,20190720-122542,2183,dg10368,本,3,6549,,
O1071744,2021/8/23,20210823-122543,17300,ig10014,雑貨,1,17300,,
T1356119,2020/2/14,20200214-122544,29400,ix10402,雑貨,2,58800,,
M1275351,2019/6/23,20190623-122545,12500,kr10686,衣料,3,37500,,
T1339324,2020/2/10,20200210-122546,1013,dc10904,本,2,2026,,
E1687981,2019/11/14,20191114-122547,19900,db11922,雑貨,3,59700,,
L1431117,2020/1/17,20200117-122548,3800,ph10251,家電,2,7600,,
D1140181,2019/8/26,20190826-122549,11700,fx10804,雑貨,2,23400,,
D1719249,2021/2/3,20210203-122550,10300,qr10272,家電,2,20600,,
S1931538,2021/3/12,20210312-122551,17400,cq10799,食品,1,17400,,
M1069697,2021/2/3,20210203-122552,23700,lp12719,雑貨,1,23700,,
X1297598,2020/7/25,20200725-122553,2331,ep11658,本,3,6993,,
W1301732,2019/6/13,20190613-122554,21100,eo10780,家電,1,21100,,
X1029363,2019/2/16,20190216-122555,836,ll12661,本,3,2508,,
G1899491,2021/5/18,20210518-122556,844,pc10955,本,2,1688,,
S1158740,2021/8/2,20210802-122557,29900,vj12080,食品,2,59800,,
Q1008051,2021/8/13,20210813-122558,1300,ly11526,家具,3,3900,,
Z1772796,2021/9/26,20210926-122559,2257,fc11067,本,2,4514,,
K1754698,2021/5/4,20210504-122560,17400,tc11844,食品,3,52200,,
V1653034,2019/2/12,20190212-122561,19600,hd10172,食品,1,19600,,
Q1372880,2020/4/25,20200425-122562,8300,ta10628,家具,1,8300,,
G1646852,2019/9/6,20190906-122563,28000,be12802,雑貨,3,84000,,
E1567445,2020/7/5,20200705-122564,9600,bk10821,家具,1,9600,,
P1522959,2020/11/17,20201117-122565,19200,wq12055,衣料,1,19200,,
H1893068,2019/2/11,20190211-122566,13000,eu10474,家具,3,39000,,
B1454218,2020/3/17,20200317-122567,25200,yr12244,家電,1,25200,,
A1812418,2020/7/24,20200724-122568,3800,ph10251,家電,3,11400,,
H1515729,2021/3/31,20210331-122569,6700,hw10461,食品,1,6700,,
I1002398,2021/4/6,20210406-122570,29500,dv12821,家具,2,59000,,
O1435275,2021/1/19,20210119-122571,2700,cd11435,家具,3,8100,,
M1881535,2019/11/1,20191101-122572,11500,hn11676,食品,1,11500,,
H1505999,2020/4/16,20200416-122573,20100,nv12294,雑貨,2,40200,,
J1912890,2019/4/5,20190405-122574,22300,mc12362,家電,1,22300,,
G1702570,2019/12/23,20191223-122575,15100,uf10515,雑貨,2,30200,,
I1221181,2021/5/6,20210506-122576,21100,np10794,雑貨,1,21100,,
V1855395,2019/5/22,20190522-122577,9000,sm10896,衣料,3,27000,,
M1692156,2021/10/22,20211022-122578,29000,gq11251,雑貨,1,29000,,
M1608086,2021/8/26,20210826-122579,1631,ti11331,本,1,1631,,
I1030511,2020/12/21,20201221-122580,28700,wd11096,食品,3,86100,,
D1744438,2020/12/19,20201219-122581,26500,pg11758,食品,3,79500,,
X1029363,2020/6/17,20200617-122582,21400,qk12153,家具,3,64200,,
C1167993,2020/5/29,20200529-122583,3300,cg11735,家電,2,6600,,
O1838472,2020/3/12,20200312-122584,16200,qq10739,家具,3,48600,,
B1647464,2019/8/2,20190802-122585,2127,aq10508,本,1,2127,,
C1519870,2019/11/2,20191102-122586,7900,aj10548,衣料,2,15800,,
K1498897,2021/5/22,20210522-122587,27300,dh11215,家電,2,54600,,
I1309754,2019/2/25,20190225-122588,27400,wt10423,雑貨,2,54800,,
R1827012,2019/6/14,20190614-122589,25700,qj11626,衣料,1,25700,,
E1312363,2020/1/19,20200119-122590,28600,eb10114,家具,3,85800,,
R1523223,2021/1/4,20210104-122591,9900,is10248,雑貨,1,9900,,
O1552761,2019/5/19,20190519-122592,1576,xw10773,本,3,4728,,
M1770329,2020/7/17,20200717-122593,19100,yj11838,家電,1,19100,,
I1936626,2021/8/23,20210823-122594,1800,hi11557,雑貨,1,1800,,
G1889134,2020/9/6,20200906-122595,19200,go10736,雑貨,1,19200,,
P1016783,2019/12/8,20191208-122596,14200,gl11098,家具,3,42600,,
M1878470,2021/10/20,20211020-122597,20900,du10416,家電,2,41800,,
H1970695,2021/9/27,20210927-122598,14600,tt11793,衣料,1,14600,,
T1363631,2019/4/4,20190404-122599,16900,hj10131,家具,2,33800,,
V1006262,2020/2/10,20200210-122600,23500,tl12835,食品,2,47000,,
Y1506730,2021/3/27,20210327-122601,1426,jd11798,本,2,2852,,
Q1507566,2021/6/26,20210626-122602,25200,yr12244,家電,1,25200,,
K1628261,2019/7/27,20190727-122603,17800,um10102,家電,2,35600,,
Z1294718,2020/3/18,20200318-122604,22400,mt10989,家電,1,22400,,
E1709861,2020/6/26,20200626-122605,2800,zc11579,家具,2,5600,,
H1815172,2020/1/18,20200118-122606,22700,kr11298,衣料,3,68100,,
O1009543,2019/4/7,20190407-122607,2200,ir11728,雑貨,3,6600,,
X1765242,2020/1/12,20200112-122608,16100,fh10792,家具,2,32200,,
G1031865,2020/2/7,20200207-122609,14100,ck10480,家電,3,42300,,
U1105189,2019/11/18,20191118-122610,2049,nv11634,本,1,2049,,
I1867474,2021/3/27,20210327-122611,4200,zh10192,衣料,2,8400,,
L1839284,2019/8/18,20190818-122612,18400,go12373,雑貨,1,18400,,
E1174951,2020/10/15,20201015-122613,15400,fv12254,雑貨,1,15400,,
R1802951,2020/4/18,20200418-122614,7300,tm12571,家電,3,21900,,
Y1962492,2020/6/28,20200628-122615,15500,wy11037,雑貨,1,15500,,
H1302257,2019/11/30,20191130-122616,17700,kj10354,家電,3,53100,,
K1863062,2020/6/4,20200604-122617,1814,yw12443,本,3,5442,,
H1085662,2020/5/17,20200517-122618,27300,hk12861,衣料,1,27300,,
I1990933,2019/9/30,20190930-122619,25400,mx12066,食品,2,50800,,
U1387881,2020/2/5,20200205-122620,2167,jq12604,本,1,2167,,
Q1255112,2020/5/10,20200510-122621,25800,ms10976,食品,1,25800,,
U1175024,2020/5/8,20200508-122622,607,so10753,本,3,1821,,
D1011361,2019/9/18,20190918-122623,5900,ab11904,家電,3,17700,,
K1789918,2021/5/17,20210517-122624,11700,zb11816,家電,1,11700,,
V1824046,2019/8/12,20190812-122625,14100,zr11088,食品,1,14100,,
L1657785,2021/8/12,20210812-122626,22000,qk10813,衣料,3,66000,,
V1550087,2020/11/12,20201112-122627,22400,bw11612,家具,3,67200,,
H1817688,2020/2/21,20200221-122628,15200,si11713,家電,1,15200,,
X1635980,2019/6/22,20190622-122629,1074,hm12688,本,3,3222,,
A1683133,2019/11/26,20191126-122630,15700,mp10928,食品,2,31400,,
D1107123,2019/6/9,20190609-122631,21000,di10924,家電,2,42000,,
C1446690,2021/6/28,20210628-122632,9000,nj12722,衣料,1,9000,,
W1575230,2019/3/15,20190315-122633,13300,me12495,雑貨,3,39900,,
U1043679,2019/9/7,20190907-122634,7300,tm12571,家電,3,21900,,
N1649227,2021/2/18,20210218-122635,4700,zj12157,家電,1,4700,,
J1678914,2020/5/11,20200511-122636,3600,bg11918,衣料,2,7200,,
B1596628,2019/5/20,20190520-122637,9100,un11031,家電,3,27300,,
H1515086,2020/4/7,20200407-122638,8600,ww12037,家具,3,25800,,
B1132888,2020/1/30,20200130-122639,24000,ra11801,衣料,2,48000,,
P1622542,2019/4/19,20190419-122640,14000,pt10321,家具,2,28000,,
U1941040,2021/1/6,20210106-122641,27900,on10343,家電,1,27900,,
I1182043,2019/4/3,20190403-122642,28100,oa11052,食品,2,56200,,
M1661382,2019/4/17,20190417-122643,7700,xa10420,家具,1,7700,,
Q1638765,2021/10/18,20211018-122644,18400,tn12587,衣料,1,18400,,
A1649779,2020/6/27,20200627-122645,1932,hk12317,本,3,5796,,
I1920727,2021/3/23,20210323-122646,10600,ma11636,家具,1,10600,,
X1606549,2020/12/24,20201224-122647,963,si12106,本,1,963,,
V1380354,2021/10/16,20211016-122648,24100,vw12775,食品,1,24100,,
F1883639,2019/10/15,20191015-122649,10100,mz11083,家電,3,30300,,
V1424072,2019/6/6,20190606-122650,8800,zz12723,食品,1,8800,,
P1616911,2020/1/22,20200122-122651,12300,ao10564,雑貨,1,12300,,
E1552937,2019/11/7,20191107-122652,1300,aj11543,食品,1,1300,,
Z1716473,2021/6/15,20210615-122653,993,kr12172,本,3,2979,,
H1498089,2020/12/8,20201208-122654,25700,qj11626,衣料,2,51400,,
Z1906344,2020/7/24,20200724-122655,2181,as12566,本,2,4362,,
Z1568034,2019/4/4,20190404-122656,25000,xo10349,衣料,1,25000,,
V1245389,2020/6/4,20200604-122657,6700,qq11749,家電,1,6700,,
X1927628,2020/6/10,20200610-122658,7400,sg10673,食品,1,7400,,
A1483698,2020/1/3,20200103-122659,23200,sx10362,食品,1,23200,,
P1806117,2021/6/20,20210620-122660,2371,sy12699,本,3,7113,,
Y1546410,2021/3/17,20210317-122661,15900,ao11906,食品,1,15900,,
K1406488,2021/4/8,20210408-122662,1900,us12895,本,1,1900,,
Q1121683,2020/1/28,20200128-122663,11700,fy11872,食品,3,35100,,
N1628721,2021/9/22,20210922-122664,27700,ya11484,家電,3,83100,,
A1487972,2021/9/13,20210913-122665,2400,il11001,食品,1,2400,,
S1743060,2019/10/18,20191018-122666,21900,px10986,雑貨,3,65700,,
A1814657,2021/10/8,20211008-122667,27900,gv11075,雑貨,2,55800,,
J1793930,2020/2/28,20200228-122668,2464,oj11623,本,2,4928,,
W1455488,2019/8/31,20190831-122669,29200,fc11262,家電,1,29200,,
W1654818,2019/4/10,20190410-122670,873,ga10369,本,3,2619,,
G1807370,2021/5/1,20210501-122671,7400,ua12370,家電,2,14800,,
X1059783,2020/3/16,20200316-122672,22400,bw11612,家具,2,44800,,
J1992771,2020/4/27,20200427-122673,13100,eu12083,食品,2,26200,,
U1964512,2020/1/7,20200107-122674,2295,er11939,本,2,4590,,
L1862689,2020/8/25,20200825-122675,20900,bb11862,食品,3,62700,,
P1395575,2021/9/6,20210906-122676,11300,mq11766,雑貨,3,33900,,
U1941040,2021/7/30,20210730-122677,1868,my11392,本,1,1868,,
H1342789,2020/5/30,20200530-122678,5900,gw10687,雑貨,3,17700,,
D1251625,2020/6/16,20200616-122679,6700,oc11747,食品,3,20100,,
T1621686,2020/5/30,20200530-122680,17300,rj12514,家具,3,51900,,
E1348267,2019/10/28,20191028-122681,817,me12165,本,2,1634,,
V1555232,2019/4/12,20190412-122682,2183,dg10368,本,3,6549,,
H1710777,2019/5/14,20190514-122683,1171,gu10140,本,1,1171,,
P1369544,2021/3/3,20210303-122684,3500,mx12351,衣料,1,3500,,
N1857366,2019/9/26,20190926-122685,15900,ao11906,食品,3,47700,,
M1938178,2020/6/29,20200629-122686,10300,wd12837,家電,3,30900,,
G1052492,2020/9/23,20200923-122687,14500,ee11841,雑貨,2,29000,,
U1628695,2021/2/11,20210211-122688,28000,zx10787,家電,3,84000,,
D1252225,2021/5/29,20210529-122689,27000,ta11160,衣料,2,54000,,
F1977374,2021/6/3,20210603-122690,16900,gs10730,家電,2,33800,,
F1361583,2019/10/8,20191008-122691,20100,nv12294,雑貨,2,40200,,
O1254451,2019/5/12,20190512-122692,25000,kf11523,家具,2,50000,,
V1722971,2020/8/22,20200822-122693,2300,gt12222,家電,3,6900,,
N1590217,2020/1/27,20200127-122694,12100,bd10995,家具,1,12100,,
H1580961,2021/7/15,20210715-122695,21300,zs10502,家電,1,21300,,
X1897227,2020/7/29,20200729-122696,15000,fj10107,雑貨,3,45000,,
J1026565,2021/3/19,20210319-122697,13600,ir11917,雑貨,3,40800,,
L1923142,2019/6/30,20190630-122698,16900,dc12799,家具,2,33800,,
R1905040,2020/5/17,20200517-122699,20600,dp11944,家電,2,41200,,
E1484567,2020/7/4,20200704-122700,7800,vc10824,雑貨,3,23400,,
T1351487,2019/8/4,20190804-122701,785,hu11320,本,3,2355,,
T1233778,2021/6/22,20210622-122702,27400,jb10020,食品,2,54800,,
X1181766,2021/3/30,20210330-122703,18500,hn10835,食品,1,18500,,
H1465892,2021/9/8,20210908-122704,26300,tt12150,家具,1,26300,,
D1274780,2021/9/6,20210906-122705,26200,vb11506,衣料,3,78600,,
H1598484,2021/3/26,20210326-122706,12900,fq12074,雑貨,3,38700,,
C1072135,2019/9/4,20190904-122707,25700,il12221,家具,3,77100,,
N1592648,2021/10/27,20211027-122708,2600,sl11205,家具,2,5200,,
Y1999168,2020/12/28,20201228-122709,5600,ac12013,家具,1,5600,,
O1716332,2019/11/20,20191120-122710,20400,rj10672,家具,1,20400,,
M1962125,2019/6/21,20190621-122711,2459,rm12840,本,3,7377,,
S1003542,2020/11/15,20201115-122712,1089,ya10326,本,3,3267,,
G1404658,2021/10/22,20211022-122713,7900,hm12950,衣料,1,7900,,
Y1253796,2019/12/11,20191211-122714,22100,gd12544,食品,1,22100,,
P1757788,2021/10/27,20211027-122715,18000,ol11057,家電,1,18000,,
S1945411,2020/11/18,20201118-122716,1453,ko12004,本,3,4359,,
H1247880,2019/3/1,20190301-122717,26500,qw10501,家電,2,53000,,
A1564751,2021/1/26,20210126-122718,4500,mi10492,衣料,1,4500,,
D1810667,2020/6/19,20200619-122719,13800,zr11591,衣料,2,27600,,
R1117897,2020/7/20,20200720-122720,14300,bq12738,衣料,2,28600,,
K1457030,2020/11/13,20201113-122721,18900,qs12105,食品,3,56700,,
